"","Species","Year","Month","Day","Region","Location","Site","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50","Age","AgeClass"
"212","Pink Snapper",2007,7,14,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",820,820,820,800,7.66667,7
"213","Pink Snapper",2007,7,18,"Metro","Mandurah",NA,-32.54166603,115.375,"Recreational","LINE",575,570,560,550,4.66667,4
"214","Pink Snapper",2011,7,23,"Metro","Rottnest",NA,-32.04166603,115.5416679,"Recreational","LINE",648,640,640,600,5.66667,5
"215","Pink Snapper",2011,8,5,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",731,730,720,700,8.75,8
"216","Pink Snapper",2011,8,20,"Metro","Guilderton",NA,NA,NA,"Recreational","LINE",872,870,860,850,9.75,9
"217","Pink Snapper",2011,9,14,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",692,690,680,650,5.83333,5
"218","Pink Snapper",2011,9,14,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",668,660,660,650,5.83333,5
"219","Pink Snapper",2011,9,28,"Metro","Between Garden and Carnac Is.",NA,NA,NA,"Recreational","LINE",794,790,780,750,9.83333,9
"220","Pink Snapper",2011,10,5,"Metro","Ledge Point",NA,NA,NA,"Recreational","LINE",633,630,620,600,4.91667,4
"221","Pink Snapper",2008,3,16,"South-West","South West Bank",NA,NA,NA,"Recreational","LINE",528,520,520,500,5.33333,5
"222","Pink Snapper",2008,3,16,"South-West","South West Bank",NA,NA,NA,"Recreational","LINE",713,710,700,700,8.33333,8
"223","Pink Snapper",2008,4,5,"South-West","Canal Rocks",NA,-33.625,114.875,"Recreational","LINE",576,570,560,550,7.41667,7
"224","Pink Snapper",2008,4,15,"South-West","Cape Naturaliste",NA,-33.375,114.875,"Recreational","LINE",821,820,820,800,11.41667,11
"225","Pink Snapper",2008,4,15,"South-West","Cape Naturaliste",NA,-33.375,114.875,"Recreational","LINE",674,670,660,650,8.41667,8
"226","Pink Snapper",2008,4,15,"South-West","Cape Naturaliste",NA,-33.375,114.875,"Recreational","LINE",508,500,500,500,NA,NA
"227","Pink Snapper",2008,4,15,"South-West","Cape Naturaliste",NA,-33.375,114.875,"Recreational","LINE",736,730,720,700,10.41667,10
"228","Pink Snapper",2008,4,15,"South-West","Cape Naturaliste",NA,-33.375,114.875,"Recreational","LINE",647,640,640,600,6.41667,6
"229","Pink Snapper",2008,5,5,"Metro","Mindarie",NA,-31.70833302,115.5416679,"Recreational","LINE",601,600,600,600,5.5,5
"230","Pink Snapper",2008,5,25,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",1095,1090,1080,1050,20.5,20
"231","Pink Snapper",2008,6,8,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",690,690,680,650,10.58333,10
"232","Pink Snapper",2008,6,26,"Metro","Scarborough",NA,-31.875,115.625,"Recreational","LINE",562,560,560,550,NA,NA
"233","Pink Snapper",2008,7,1,"Metro","Ocean Reef",NA,NA,NA,"Recreational","LINE",440,440,440,400,4.66667,4
"234","Pink Snapper",2008,6,13,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",884,880,880,850,NA,NA
"235","Pink Snapper",2008,7,13,"South-West","Bunbury",NA,-33.29166603,115.625,"Recreational","LINE",774,770,760,750,8.66667,8
"236","Pink Snapper",2008,7,25,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",429,420,420,400,3.66667,3
"237","Pink Snapper",2008,8,3,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",819,810,800,800,7.75,7
"238","Pink Snapper",2008,8,3,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",693,690,680,650,8.75,8
"239","Pink Snapper",2008,8,15,"South-West","Cowaramup Bay",NA,NA,NA,"Recreational","LINE",803,800,800,800,9.75,9
"240","Pink Snapper",2008,8,6,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",796,790,780,750,12.75,12
"241","Pink Snapper",2008,8,24,"Metro","South West Bank",NA,NA,NA,"Recreational","LINE",599,590,580,550,6.75,6
"242","Pink Snapper",2008,9,3,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",763,760,760,750,4.83333,4
"243","Pink Snapper",2008,9,6,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",699,690,680,650,5.83333,5
"244","Pink Snapper",2008,9,6,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",706,700,700,700,8.83333,8
"245","Pink Snapper",2008,9,16,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",785,780,780,750,8.83333,8
"246","Pink Snapper",2008,9,29,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",581,580,580,550,4.83333,4
"247","Pink Snapper",2008,9,29,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",654,650,640,650,8.83333,8
"248","Pink Snapper",2008,10,3,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",704,700,700,700,3.91667,3
"249","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",773,770,760,750,10.91667,10
"250","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",754,750,740,750,8.91667,8
"251","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",746,740,740,700,9.91667,9
"252","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",740,740,740,700,7.91667,7
"253","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",721,720,720,700,9.91667,9
"254","Pink Snapper",2008,10,14,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",790,790,780,750,8.91667,8
"255","Pink Snapper",2008,10,27,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",781,780,780,750,10.91667,10
"256","Pink Snapper",2008,10,31,"Metro","Lancelin",NA,-30.95833302,114.9583321,"Recreational","LINE",552,550,540,550,5.91667,5
"257","Pink Snapper",2008,11,2,"Metro","Between Garden and Carnac Is.",NA,-32.125,115.625,"Recreational","LINE",709,700,700,700,NA,NA
"258","Pink Snapper",2008,11,8,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",481,480,480,450,3,3
"259","Pink Snapper",2008,11,12,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",546,540,540,500,4,4
"260","Pink Snapper",2008,11,12,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",695,690,680,650,9,9
"261","Pink Snapper",2008,11,12,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",637,630,620,600,9,9
"262","Pink Snapper",2008,12,14,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",580,580,580,550,6.08333,6
"263","Pink Snapper",2008,12,14,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",552,550,540,550,7.08333,7
"264","Pink Snapper",2008,12,16,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",441,440,440,400,3.08333,3
"265","Pink Snapper",2008,12,22,"South-West","Margaret River",NA,NA,NA,"Recreational","LINE",535,530,520,500,5.08333,5
"266","Pink Snapper",2008,12,22,"South-West","Margaret River",NA,NA,NA,"Recreational","LINE",699,690,680,650,10.08333,10
"267","Pink Snapper",2008,12,30,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",704,700,700,700,NA,NA
"268","Pink Snapper",2008,12,30,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",673,670,660,650,7.08333,7
"269","Pink Snapper",2008,12,30,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",768,760,760,750,7.08333,7
"270","Pink Snapper",2008,12,30,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",659,650,640,650,7.08333,7
"271","Pink Snapper",2008,12,30,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",755,750,740,750,8.08333,8
"272","Pink Snapper",2009,1,11,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",563,560,560,550,4.16667,4
"273","Pink Snapper",2009,1,24,"South-West","Bunbury",NA,-33.29166603,115.2083321,"Recreational","LINE",599,590,580,550,4.16667,4
"274","Pink Snapper",2009,1,25,"South-West","Black Point",NA,-34.45833397,115.5416679,"Recreational","LINE",805,800,800,800,NA,NA
"275","Pink Snapper",2009,1,25,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",760,760,760,750,10.16667,10
"276","Pink Snapper",2009,1,25,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",872,870,860,850,8.16667,8
"277","Pink Snapper",2009,1,25,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",537,530,520,500,5.16667,5
"278","Pink Snapper",2009,2,9,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",807,800,800,800,8.25,8
"279","Pink Snapper",2009,2,14,"Metro","Ocean Reef",NA,NA,NA,"Recreational","LINE",608,600,600,600,7.25,7
"280","Pink Snapper",2009,3,8,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",584,580,580,550,5.33333,5
"281","Pink Snapper",2009,3,9,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",809,800,800,800,8.33333,8
"282","Pink Snapper",2009,3,9,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",624,620,620,600,4.33333,4
"283","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",875,870,860,850,9.33333,9
"284","Pink Snapper",2009,3,10,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",781,780,780,750,8.33333,8
"285","Pink Snapper",2009,3,10,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",818,810,800,800,8.33333,8
"286","Pink Snapper",2009,3,10,"Metro","Guilderton",NA,NA,NA,"Recreational","LINE",620,620,620,600,6.33333,6
"287","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",857,850,840,850,8.33333,8
"288","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",876,870,860,850,11.33333,11
"289","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",759,750,740,750,NA,NA
"290","Pink Snapper",2009,3,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",783,780,780,750,8.33333,8
"291","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",791,790,780,750,7.33333,7
"292","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",631,630,620,600,5.33333,5
"293","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",797,790,780,750,9.33333,9
"294","Pink Snapper",2009,3,23,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",788,780,780,750,9.33333,9
"295","Pink Snapper",2009,4,1,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",576,570,560,550,4.41667,4
"296","Pink Snapper",2009,4,4,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",712,710,700,700,6.41667,6
"297","Pink Snapper",2009,4,4,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",668,660,660,650,6.41667,6
"298","Pink Snapper",2009,4,5,"Metro","Five Fathom Bank",NA,NA,NA,"Recreational","LINE",914,910,900,900,10.41667,10
"299","Pink Snapper",2009,4,10,"Metro","Two Rocks",NA,-31.625,115.5416679,"Recreational","LINE",428,420,420,400,3.41667,3
"300","Pink Snapper",2009,4,18,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",501,500,500,500,5.41667,5
"301","Pink Snapper",2009,4,18,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",568,560,560,550,5.41667,5
"302","Pink Snapper",2009,4,18,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",595,590,580,550,6.41667,6
"303","Pink Snapper",2009,4,18,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",587,580,580,550,4.41667,4
"304","Pink Snapper",2009,4,19,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",621,620,620,600,8.41667,8
"305","Pink Snapper",2009,4,20,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",519,510,500,500,5.41667,5
"306","Pink Snapper",2009,4,26,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",568,560,560,550,3.41667,3
"307","Pink Snapper",2009,4,26,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",505,500,500,500,3.41667,3
"308","Pink Snapper",2009,4,26,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",543,540,540,500,4.41667,4
"309","Pink Snapper",2009,4,26,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",522,520,520,500,5.41667,5
"310","Pink Snapper",2009,4,28,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",747,740,740,700,9.41667,9
"311","Pink Snapper",2009,5,5,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",471,470,460,450,3.5,3
"312","Pink Snapper",2009,5,5,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",594,590,580,550,5.5,5
"313","Pink Snapper",2009,5,6,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",499,490,480,450,3.5,3
"314","Pink Snapper",2009,5,9,"Metro","Hale Rd. Reef",NA,NA,NA,"Recreational","LINE",512,510,500,500,5.5,5
"315","Pink Snapper",2009,5,9,"Metro","Hale Rd. Reef",NA,NA,NA,"Recreational","LINE",550,550,540,550,5.5,5
"316","Pink Snapper",2009,5,11,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",523,520,520,500,3.5,3
"317","Pink Snapper",2009,5,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",978,970,960,950,23.5,23
"318","Pink Snapper",2009,5,16,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",964,960,960,950,23.5,23
"319","Pink Snapper",2009,5,16,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",752,750,740,750,6.5,6
"320","Pink Snapper",2009,5,16,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",514,510,500,500,4.5,4
"321","Pink Snapper",2009,5,24,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",506,500,500,500,3.5,3
"322","Pink Snapper",2009,5,24,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",504,500,500,500,3.5,3
"323","Pink Snapper",2009,5,24,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",541,540,540,500,4.5,4
"324","Pink Snapper",2009,5,31,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",718,710,700,700,6.5,6
"325","Pink Snapper",2009,5,31,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",451,450,440,450,3.5,3
"326","Pink Snapper",2009,6,1,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",462,460,460,450,3.58333,3
"327","Pink Snapper",2009,6,5,"Metro","Dawesville",NA,NA,NA,"Recreational","LINE",600,600,600,600,NA,NA
"328","Pink Snapper",2009,6,5,"Metro","Dawesville",NA,NA,NA,"Recreational","LINE",738,730,720,700,9.58333,9
"329","Pink Snapper",2009,6,7,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",466,460,460,450,NA,NA
"330","Pink Snapper",2009,6,7,"Metro","Mandurah",NA,-32.54166603,115.625,"Recreational","LINE",884,880,880,850,11.58333,11
"331","Pink Snapper",2009,6,7,"Metro","Point Peron",NA,-32.29166603,115.375,"Recreational","LINE",550,550,540,550,5.58333,5
"332","Pink Snapper",2009,6,7,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",806,800,800,800,11.58333,11
"333","Pink Snapper",2009,6,7,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",746,740,740,700,9.58333,9
"334","Pink Snapper",2009,6,11,"Metro","Ocean Reef",NA,NA,NA,"Recreational","LINE",633,630,620,600,4.58333,4
"335","Pink Snapper",2009,6,22,"Metro","Mandurah",NA,-32.45833397,115.625,"Recreational","LINE",822,820,820,800,8.58333,8
"336","Pink Snapper",2009,7,2,"Metro","Mandurah",NA,-32.54166603,115.5416679,"Recreational","LINE",554,550,540,550,4.66667,4
"337","Pink Snapper",2009,7,4,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",712,710,700,700,7.66667,7
"338","Pink Snapper",2009,7,5,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",662,660,660,650,4.66667,4
"339","Pink Snapper",2009,7,12,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",715,710,700,700,9.66667,9
"340","Pink Snapper",2009,7,12,"Metro","Mandurah",NA,NA,NA,"Recreational","LINE",591,590,580,550,4.66667,4
"341","Pink Snapper",2009,7,13,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",513,510,500,500,3.66667,3
"342","Pink Snapper",2009,7,13,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",582,580,580,550,5.66667,5
"343","Pink Snapper",2009,7,26,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",496,490,480,450,3.66667,3
"344","Pink Snapper",2009,7,26,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",441,440,440,400,2.66667,2
"345","Pink Snapper",2009,7,26,"Metro","Mandurah",NA,NA,NA,"Recreational","LINE",751,750,740,750,9.66667,9
"346","Pink Snapper",2009,7,26,"Metro","Warnbro",NA,NA,NA,"Recreational","LINE",518,510,500,500,3.66667,3
"347","Pink Snapper",2009,7,26,"Metro","Warnbro",NA,NA,NA,"Recreational","LINE",542,540,540,500,4.66667,4
"348","Pink Snapper",2009,7,26,"Metro","Warnbro",NA,NA,NA,"Recreational","LINE",566,560,560,550,7.66667,7
"349","Pink Snapper",2009,7,30,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",581,580,580,550,5.66667,5
"350","Pink Snapper",2009,7,30,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",544,540,540,500,4.66667,4
"351","Pink Snapper",2009,7,30,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",670,670,660,650,5.66667,5
"352","Pink Snapper",2009,7,30,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",576,570,560,550,5.66667,5
"353","Pink Snapper",2009,7,31,"Metro","Dawesville",NA,NA,NA,"Recreational","LINE",816,810,800,800,12.66667,12
"354","Pink Snapper",2009,7,31,"Metro","Mandurah",NA,NA,NA,"Recreational","LINE",829,820,820,800,9.66667,9
"355","Pink Snapper",2009,7,31,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",510,510,500,500,4.66667,4
"356","Pink Snapper",2009,7,31,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",705,700,700,700,9.66667,9
"357","Pink Snapper",2009,7,31,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",670,670,660,650,5.66667,5
"358","Pink Snapper",2009,8,1,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",900,900,900,900,11.75,11
"359","Pink Snapper",2009,8,2,"Metro","Mandurah",NA,NA,NA,"Recreational","LINE",806,800,800,800,8.75,8
"360","Pink Snapper",2009,8,3,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",666,660,660,650,6.75,6
"361","Pink Snapper",2009,8,3,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",646,640,640,600,6.75,6
"362","Pink Snapper",2009,8,4,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",575,570,560,550,4.75,4
"363","Pink Snapper",2009,8,30,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",787,780,780,750,6.75,6
"364","Pink Snapper",2009,8,30,"Metro","Offshore >200m",NA,NA,NA,"Recreational","LINE",579,570,560,550,5.75,5
"365","Pink Snapper",2009,8,30,"Metro","Offshore >200m",NA,NA,NA,"Recreational","LINE",564,560,560,550,5.75,5
"366","Pink Snapper",2009,8,30,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",834,830,820,800,9.75,9
"367","Pink Snapper",2009,9,26,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",611,610,600,600,4.83333,4
"368","Pink Snapper",2009,9,27,"Metro","Garden Island",NA,-32.125,115.625,"Recreational","LINE",844,840,840,800,7.83333,7
"369","Pink Snapper",2009,9,27,"Metro","Between Garden and Carnac Is.",NA,-32.125,115.625,"Recreational","LINE",726,720,720,700,8.83333,8
"370","Pink Snapper",2009,10,14,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",1000,1000,1000,1000,30.91667,30
"371","Pink Snapper",2009,10,1,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",570,570,560,550,3.91667,3
"372","Pink Snapper",2009,10,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",866,860,860,850,10.91667,10
"373","Pink Snapper",2009,10,2,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",566,560,560,550,3.91667,3
"374","Pink Snapper",2009,10,2,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",495,490,480,450,2.91667,2
"375","Pink Snapper",2009,10,10,"Metro","Two Rocks",NA,-31.54166698,115.375,"Recreational","LINE",488,480,480,450,3.91667,3
"376","Pink Snapper",2009,10,10,"Metro","Two Rocks",NA,-31.54166698,115.375,"Recreational","LINE",549,540,540,500,3.91667,3
"377","Pink Snapper",2009,10,14,"Metro","Between Garden and Carnac Is.",NA,NA,NA,"Recreational","LINE",803,800,800,800,6.91667,6
"378","Pink Snapper",2009,11,1,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",840,840,840,800,7,7
"379","Pink Snapper",2009,12,19,"Metro","Point Peron",NA,NA,NA,"Recreational","LINE",456,450,440,450,3.08333,3
"380","Pink Snapper",2009,12,31,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",795,790,780,750,9.08333,9
"381","Pink Snapper",2009,12,31,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",808,800,800,800,10.08333,10
"382","Pink Snapper",2010,1,3,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",810,810,800,800,10.16667,10
"383","Pink Snapper",2010,1,6,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",552,550,540,550,5.16667,5
"384","Pink Snapper",2010,1,6,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",452,450,440,450,2.16667,2
"385","Pink Snapper",2010,1,23,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",513,510,500,500,4.16667,4
"386","Pink Snapper",2010,2,5,"Metro","Bouvard Reef",NA,-32.79166603,115.375,"Recreational","LINE",540,540,540,500,8.25,8
"387","Pink Snapper",2010,2,5,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",1005,1000,1000,1000,14.25,14
"388","Pink Snapper",2010,2,7,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",527,520,520,500,4.25,4
"389","Pink Snapper",2010,2,27,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",747,740,740,700,11.25,11
"390","Pink Snapper",2010,2,28,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",677,670,660,650,7.25,7
"391","Pink Snapper",2010,2,28,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",666,660,660,650,7.25,7
"392","Pink Snapper",2010,3,7,"Metro","Ledge Point",NA,NA,NA,"Recreational","LINE",567,560,560,550,6.33333,6
